species_main,genus_main,subfamily_main,family_main,isscaap_division_code,isscaap_division_name,isscaap_group_code,note
Pleuronichthys decurrens,Pleuronichthys,Pleuronectinae,Pleuronectidae,3,Marine fishes,31,NA
Plicofollis tonggol,Plicofollis,Ariinae,Ariidae,3,Marine fishes,33,warning: matched using derived genus information
Plotosus canius,Plotosus,NEI,Plotosidae,3,Marine fishes,33,NA
Podophthalmus vigil,Podophthalmus,Podophthalminae,Portunidae,4,Crustaceans,42,NA
Poecilia sphenops,Poecilia,Poeciliinae,Poeciliidae,1,Freshwater fishes,13,NA
Pogonias cromis,Pogonias,NEI,Sciaenidae,3,Marine fishes,33,NA
Polititapes aureus,Tapes,Chioninae,Veneridae,5,Molluscs,56,warning: matched using derived genus information
Polititapes rhomboides,Venerupis,NEI,Veneridae,5,Molluscs,56,warning: matched using genus information
Pollachius pollachius,Pollachius,NEI,Gadidae,3,Marine fishes,32,NA
Pollachius virens,Pollachius,NEI,Gadidae,3,Marine fishes,32,NA
Pollicipes elegans,Pollicipes,NEI,Pollicipedidae,4,Crustaceans,47,NA
Pollicipes pollicipes,Pollicipes,NEI,Pollicipedidae,4,Crustaceans,47,NA
Pollimyrus isidori,Pollimyrus,NEI,Mormyridae,1,Freshwater fishes,13,NA
Pollimyrus stappersii,Pollimyrus,NEI,Mormyridae,1,Freshwater fishes,13,warning: matched using derived genus information
Polybius henslowii,Polybius,NEI,Polybiidae,4,Crustaceans,42,NA
Polydactylus approximans,Polydactylus,NEI,Polynemidae,3,Marine fishes,33,NA
Polydactylus quadrifilis,Polydactylus,NEI,Polynemidae,3,Marine fishes,33,NA
Polydactylus sexfilis,Polydactylus,NEI,Polynemidae,3,Marine fishes,33,NA
Polydactylus virginicus,Polydactylus,NEI,Polynemidae,3,Marine fishes,33,NA
Polymesoda caroliniana,Polymesoda,NEI,Corbiculidae,5,Molluscs,51,NA
Polymixia nobilis,Polymixia,NEI,Polymixiidae,3,Marine fishes,34,NA
Polyprion americanus,Polyprion,NEI,Polyprionidae,3,Marine fishes,34,NA
Polyprion oxygeneios,Polyprion,NEI,Polyprionidae,3,Marine fishes,34,NA
Polypterus endlicherii,Polypterus,NEI,Polypteridae,1,Freshwater fishes,13,warning: matched using derived genus information
Polypterus senegalus,Polypterus,NEI,Polypteridae,1,Freshwater fishes,13,NA
Pomacanthus arcuatus,Pomacanthus,NEI,Pomacanthidae,3,Marine fishes,33,warning: matched using derived genus information
Pomacanthus imperator,Pomacanthus,NEI,Pomacanthidae,3,Marine fishes,33,NA
Pomacea catemacensis,Pomacea,NEI,Ampullariidae,5,Molluscs,52,warning: matched using derived genus information
Pomadasys argenteus,Pomadasys,Haemulinae,Haemulidae,3,Marine fishes,33,NA
Pomadasys commersonnii,Pomadasys,Haemulinae,Haemulidae,3,Marine fishes,33,NA
Pomadasys furcatus,Pomadasys,Haemulinae,Haemulidae,3,Marine fishes,33,NA
Pomadasys incisus,Pomadasys,Haemulinae,Haemulidae,3,Marine fishes,33,NA
Pomadasys jubelini,Pomadasys,Haemulinae,Haemulidae,3,Marine fishes,33,NA
Pomadasys kaakan,Pomadasys,Haemulinae,Haemulidae,3,Marine fishes,33,NA
Pomadasys panamensis,Pomadasys,Haemulinae,Haemulidae,3,Marine fishes,33,NA
Pomadasys perotaei,Pomadasys,Haemulinae,Haemulidae,3,Marine fishes,33,NA
Pomadasys rogerii,Pomadasys,Haemulinae,Haemulidae,3,Marine fishes,33,NA
Pomadasys stridens,Pomadasys,Haemulinae,Haemulidae,3,Marine fishes,33,NA
Pomatomus saltatrix,Pomatomus,NEI,Pomatomidae,3,Marine fishes,37,NA
Pontinus kuhlii,Pontinus,Scorpaeninae,Scorpaenidae,3,Marine fishes,34,NA
Porogobius schlegelii,Porogobius,Gobiinae,Gobiidae,3,Marine fishes,33,NA
Portunus pelagicus,Portunus,Portuninae,Portunidae,4,Crustaceans,42,NA
Portunus spinimanus,Portunus,Portuninae,Portunidae,4,Crustaceans,42,NA
Portunus validus,Sanquerus,Portuninae,Portunidae,4,Crustaceans,42,NA
Potamorhina altamazonica,Potamorhina,NEI,Curimatidae,1,Freshwater fishes,13,warning: matched using derived genus information
Potamorhina latior,Potamorhina,NEI,Curimatidae,1,Freshwater fishes,13,warning: matched using derived genus information
Priacanthus arenatus,Priacanthus,NEI,Priacanthidae,3,Marine fishes,33,NA
Priacanthus macracanthus,Priacanthus,NEI,Priacanthidae,3,Marine fishes,33,NA
Priacanthus tayenus,Priacanthus,NEI,Priacanthidae,3,Marine fishes,33,NA
Prionace glauca,Prionace,NEI,Carcharhinidae,3,Marine fishes,38,NA
Prionotus punctatus,Prionotus,Prionotinae,Triglidae,3,Marine fishes,34,NA
Prionurus punctatus,Prionurus,Prionurinae,Acanthuridae,3,Marine fishes,33,warning: matched using derived genus information
Pristipomoides filamentosus,Pristipomoides,Etelinae,Lutjanidae,3,Marine fishes,33,NA
Pristipomoides multidens,Pristipomoides,Etelinae,Lutjanidae,3,Marine fishes,33,NA
Pristipomoides typus,Pristipomoides,Etelinae,Lutjanidae,3,Marine fishes,33,NA
Pristis microdon,Pristis,NEI,Pristidae,3,Marine fishes,38,NA
Pristis pristis,Pristis,NEI,Pristidae,3,Marine fishes,38,NA
Pristis zijsron,Pristis,NEI,Pristidae,3,Marine fishes,38,NA
Pristolepis fasciata,Pristolepis,NEI,Pristolepididae,1,Freshwater fishes,13,NA
Probarbus jullieni,Probarbus,NEI,Cyprinidae,1,Freshwater fishes,11,NA
Procambarus clarkii,Procambarus,NEI,Cambaridae,4,Crustaceans,41,NA
Prochilodus lineatus,Prochilodus,NEI,Prochilodontidae,1,Freshwater fishes,13,NA
Prochilodus nigricans,Prochilodus,NEI,Prochilodontidae,1,Freshwater fishes,13,NA
Projasus bahamondei,Projasus,NEI,Palinuridae,4,Crustaceans,43,NA
Prolatilus jugularis,Prolatilus,NEI,Pinguipedidae,3,Marine fishes,33,NA
Promethichthys prometheus,Promethichthys,NEI,Gempylidae,3,Marine fishes,34,NA
Protapes gallus,Protapes,NEI,Veneridae,5,Molluscs,56,warning: matched using derived family information
Protomelas kirkii,Protomelas,Pseudocrenilabrinae,Cichlidae,1,Freshwater fishes,12,warning: matched using derived genus information
Protomelas similis,Protomelas,Pseudocrenilabrinae,Cichlidae,1,Freshwater fishes,12,warning: matched using derived genus information
Protopterus aethiopicus,Protopterus,NEI,Protopteridae,1,Freshwater fishes,13,NA
Protopterus dolloi,Protopterus,NEI,Protopteridae,1,Freshwater fishes,13,warning: matched using genus information
Psectrogaster amazonica,Psectrogaster,NEI,Curimatidae,1,Freshwater fishes,13,NA
Psectrogaster rutiloides,Psectrogaster,NEI,Curimatidae,1,Freshwater fishes,13,warning: matched using derived genus information
Psettodes belcheri,Psettodes,NEI,Psettodidae,3,Marine fishes,31,NA
Psettodes erumei,Psettodes,NEI,Psettodidae,3,Marine fishes,31,NA
Pseudaphya ferreri,Pseudaphya,Gobiinae,Gobiidae,3,Marine fishes,33,NA
Pseudobatos glaucostigmus,Pseudobatos,NEI,Rhinobatidae,3,Marine fishes,38,warning: matched using derived family information
Pseudobatos productus,Pseudobatos,NEI,Rhinobatidae,3,Marine fishes,38,warning: matched using derived family information
Pseudocaranx dentex,Pseudocaranx,Caranginae,Carangidae,3,Marine fishes,37,NA
Pseudocaranx georgianus,Pseudocaranx,Caranginae,Carangidae,3,Marine fishes,37,warning: matched using derived genus information
Pseudocrenilabrus philander,Pseudocrenilabrus,Pseudocrenilabrinae,Cichlidae,1,Freshwater fishes,12,warning: matched using derived genus information
Pseudopercis semifasciata,Pseudopercis,NEI,Pinguipedidae,3,Marine fishes,33,NA
Pseudopimelodus mangurus,Pseudopimelodus,NEI,Pseudopimelodidae,1,Freshwater fishes,13,warning: matched using derived genus information
Pseudoplatystoma corruscans,Pseudoplatystoma,NEI,Pimelodidae,1,Freshwater fishes,13,NA
Pseudoplatystoma punctifer,Pseudoplatystoma,NEI,Pimelodidae,1,Freshwater fishes,13,warning: matched using genus information
Pseudoplatystoma reticulatum,Pseudoplatystoma,NEI,Pimelodidae,1,Freshwater fishes,13,NA
Pseudoplatystoma tigrinum,Pseudoplatystoma,NEI,Pimelodidae,1,Freshwater fishes,13,NA
Pseudopleuronectes americanus,Pseudopleuronectes,Pleuronectinae,Pleuronectidae,3,Marine fishes,31,NA
Pseudorhombus arsius,Pseudorhombus,NEI,Paralichthyidae,3,Marine fishes,31,NA
Pseudotolithus brachygnathia,Pseudotolithus,NEI,Sciaenidae,3,Marine fishes,33,warning: matched using genus information
Pseudotolithus elongatus,Pseudotolithus,NEI,Sciaenidae,3,Marine fishes,33,NA
Pseudotolithus epipercus,Pseudotolithus,NEI,Sciaenidae,3,Marine fishes,33,NA
Pseudotolithus senegalensis,Pseudotolithus,NEI,Sciaenidae,3,Marine fishes,33,NA
Pseudotolithus senegallus,Pseudotolithus,NEI,Sciaenidae,3,Marine fishes,33,NA
Pseudotolithus typus,Pseudotolithus,NEI,Sciaenidae,3,Marine fishes,33,NA
Pseudupeneus grandisquamis,Pseudupeneus,NEI,Mullidae,3,Marine fishes,33,warning: matched using derived genus information
Pseudupeneus prayensis,Pseudupeneus,NEI,Mullidae,3,Marine fishes,33,NA
Pterocaesio chrysozona,Pterocaesio,Caesioninae,Caesionidae,3,Marine fishes,33,NA
Pterocaesio digramma,Pterocaesio,Caesioninae,Caesionidae,3,Marine fishes,33,NA
Pterodoras granulosus,Pterodoras,NEI,Doradidae,1,Freshwater fishes,13,NA
Pterois volitans,Pterois,Pteroinae,Scorpaenidae,3,Marine fishes,34,NA
Pteroplatytrygon violacea,Pteroplatytrygon,Dasyatinae,Dasyatidae,3,Marine fishes,38,warning: matched using derived family information
Pteroscion peli,Pteroscion,NEI,Sciaenidae,3,Marine fishes,33,NA
Pterotolithus maculatus,Pterotolithus,NEI,Sciaenidae,3,Marine fishes,33,NA
Pterygoplichthys anisitsi,Pterygoplichthys,Hypostominae,Loricariidae,1,Freshwater fishes,13,NA
Pterygoplichthys disjunctivus,Pterygoplichthys,Hypostominae,Loricariidae,1,Freshwater fishes,13,warning: matched using derived genus information
Puntioplites proctozystron,Puntioplites,NEI,Cyprinidae,1,Freshwater fishes,11,NA
Pygocentrus nattereri,Pygocentrus,NEI,Serrasalmidae,1,Freshwater fishes,13,NA
Pylodictis olivaris,Pylodictis,NEI,Ictaluridae,1,Freshwater fishes,13,NA
Pyura chilensis,Pyura,NEI,Pyuridae,7,Miscellaneous aquatic animals,74,NA
Rachycentron canadum,Rachycentron,NEI,Rachycentridae,3,Marine fishes,37,NA
Raja alba,Rostroraja,Rajinae,Rajidae,3,Marine fishes,38,NA
Raja asterias,Raja,Rajinae,Rajidae,3,Marine fishes,38,NA
Raja brachyura,Raja,Rajinae,Rajidae,3,Marine fishes,38,NA
Raja clavata,Raja,Rajinae,Rajidae,3,Marine fishes,38,NA
Raja microocellata,Raja,Rajinae,Rajidae,3,Marine fishes,38,NA
Raja miraletus,Raja,Rajinae,Rajidae,3,Marine fishes,38,NA
Raja montagui,Raja,Rajinae,Rajidae,3,Marine fishes,38,NA
Raja pita,Raja,Rajinae,Rajidae,3,Marine fishes,38,NA
Raja undulata,Raja,Rajinae,Rajidae,3,Marine fishes,38,NA
Rajella sadowskii,Rajella,NEI,Rajidae,3,Marine fishes,38,warning: matched using derived genus information
Rangia cuneata,Rangia,NEI,Mactridae,5,Molluscs,56,NA
Rangia flexuosa,Rangia,NEI,Mactridae,5,Molluscs,56,warning: matched using genus information
Ranina ranina,Ranina,Ranininae,Raninidae,4,Crustaceans,42,NA
Rapana venosa,Rapana,Rapaninae,Muricidae,5,Molluscs,52,NA
Rasbora argyrotaenia,Rasbora,Danioninae,Cyprinidae,1,Freshwater fishes,11,NA
Rasbora tawarensis,Rasbora,Danioninae,Cyprinidae,1,Freshwater fishes,11,NA
Rastrelliger brachysoma,Rastrelliger,Scombrinae,Scombridae,3,Marine fishes,37,NA
Rastrelliger faughni,Rastrelliger,Scombrinae,Scombridae,3,Marine fishes,37,NA
Rastrelliger kanagurta,Rastrelliger,Scombrinae,Scombridae,3,Marine fishes,37,NA
Rastrineobola argentea,Rastrineobola,Danioninae,Cyprinidae,1,Freshwater fishes,11,NA
Reinhardtius hippoglossoides,Reinhardtius,Pleuronectinae,Pleuronectidae,3,Marine fishes,31,NA
Rhabdosargus globiceps,Rhabdosargus,NEI,Sparidae,3,Marine fishes,33,NA
Rhabdosargus haffara,Rhabdosargus,NEI,Sparidae,3,Marine fishes,33,NA
Rhabdosargus holubi,Rhabdosargus,NEI,Sparidae,3,Marine fishes,33,NA
Rhamdia quelen,Rhamdia,NEI,Heptapteridae,1,Freshwater fishes,13,NA
Rhamphochromis longiceps,Rhamphochromis,Pseudocrenilabrinae,Cichlidae,1,Freshwater fishes,12,warning: matched using derived genus information
Rhina ancylostoma,Rhina,Rhininae,Rhinidae,3,Marine fishes,38,NA
Rhinobatos albomaculatus,Rhinobatos,Rhinobatinae,Rhinobatidae,3,Marine fishes,38,NA
Rhinobatos rhinobatos,Rhinobatos,Rhinobatinae,Rhinobatidae,3,Marine fishes,38,NA
Rhinoptera marginata,Rhinoptera,Rhinopterinae,Myliobatidae,3,Marine fishes,38,NA
Rhizoprionodon acutus,Rhizoprionodon,NEI,Carcharhinidae,3,Marine fishes,38,NA
Rhizoprionodon longurio,Rhizoprionodon,NEI,Carcharhinidae,3,Marine fishes,38,NA
Rhizoprionodon porosus,Rhizoprionodon,NEI,Carcharhinidae,3,Marine fishes,38,NA
Rhizoprionodon terraenovae,Rhizoprionodon,NEI,Carcharhinidae,3,Marine fishes,38,NA
Rhomboplites aurorubens,Rhomboplites,Lutjaninae,Lutjanidae,3,Marine fishes,33,NA
Rhynchobatus djiddensis,Rhynchobatus,Rhynchobatinae,Rhinidae,3,Marine fishes,38,NA
Rhynchocinetes typus,Rhynchocinetes,NEI,Rhynchocinetidae,4,Crustaceans,45,NA
Rimapenaeus pacificus,Rimapenaeus,NEI,Penaeidae,4,Crustaceans,45,warning: matched using derived family information
Robsonella fontanianus ,Robsonella,NEI,Octopodidae,5,Molluscs,57,warning: matched using derived family information
Rocio octofasciata,Rocio,Cichlasomatinae,Cichlidae,1,Freshwater fishes,12,warning: matched using derived family information
Romaleon antennarium,Romaleon,NEI,Cancridae,4,Crustaceans,42,warning: matched using derived family information
Romaleon setosum,Romaleon,NEI,Cancridae,4,Crustaceans,42,warning: matched using derived family information
Roncador stearnsii,Roncador,NEI,Sciaenidae,3,Marine fishes,33,NA
Rostroraja alba,Rostroraja,Rajinae,Rajidae,3,Marine fishes,38,warning: matched using derived family information
Ruditapes decussatus,Ruditapes,NEI,Veneridae,5,Molluscs,56,NA
Ruditapes philippinarum,Ruditapes,NEI,Veneridae,5,Molluscs,56,NA
Rutilus frisii,Rutilus,Leuciscinae,Cyprinidae,1,Freshwater fishes,11,NA
Ruvettus pretiosus,Ruvettus,NEI,Gempylidae,3,Marine fishes,34,NA
Saccostrea cuccullata,Saccostrea,Saccostreinae,Ostreidae,5,Molluscs,53,NA
Salilota australis,Salilota,NEI,Moridae,3,Marine fishes,32,NA
Salminus brasiliensis,Salminus,Salmininae,Bryconidae,1,Freshwater fishes,13,NA
Salmo salar,Salmo,Salmoninae,Salmonidae,2,Diadromous fishes,23,NA
Salmo trutta,Salmo,Salmoninae,Salmonidae,2,Diadromous fishes,23,NA
Saloptia powelli,Saloptia,Epinephelinae,Serranidae,3,Marine fishes,33,NA
Salvelinus alpinus,Salvelinus,Salmoninae,Salmonidae,2,Diadromous fishes,23,NA
Sander lucioperca,Sander,Luciopercinae,Percidae,1,Freshwater fishes,13,NA
Sarda chiliensis,Sarda,Scombrinae,Scombridae,3,Marine fishes,36,NA
Sarda orientalis,Sarda,Scombrinae,Scombridae,3,Marine fishes,36,NA
Sarda sarda,Sarda,Scombrinae,Scombridae,3,Marine fishes,36,NA
Sardina pilchardus,Sardina,Alosinae,Clupeidae,3,Marine fishes,35,NA
Sardinella albella,Sardinella,Dorosomatinae,Clupeidae,3,Marine fishes,35,NA
Sardinella aurita,Sardinella,Dorosomatinae,Clupeidae,3,Marine fishes,35,NA
Sardinella brachysoma,Sardinella,Dorosomatinae,Clupeidae,3,Marine fishes,35,NA
Sardinella fimbriata,Sardinella,Dorosomatinae,Clupeidae,3,Marine fishes,35,NA
Sardinella gibbosa,Sardinella,Dorosomatinae,Clupeidae,3,Marine fishes,35,NA
Sardinella lemuru,Sardinella,Dorosomatinae,Clupeidae,3,Marine fishes,35,NA
Sardinella longiceps,Sardinella,Dorosomatinae,Clupeidae,3,Marine fishes,35,NA
Sardinella maderensis,Sardinella,Dorosomatinae,Clupeidae,3,Marine fishes,35,NA
Sardinella neglecta,Sardinella,Dorosomatinae,Clupeidae,3,Marine fishes,35,NA
Sardinops sagax,Sardinops,Alosinae,Clupeidae,3,Marine fishes,35,NA
Sarotherodon galilaeus,Sarotherodon,Pseudocrenilabrinae,Cichlidae,1,Freshwater fishes,12,NA
Sarotherodon melanotheron,Sarotherodon,Pseudocrenilabrinae,Cichlidae,1,Freshwater fishes,12,NA
Sarpa salpa,Sarpa,NEI,Sparidae,3,Marine fishes,33,NA
Saurida tumbil,Saurida,Harpadontinae,Synodontidae,3,Marine fishes,33,NA
Saurida undosquamis,Saurida,Harpadontinae,Synodontidae,3,Marine fishes,33,NA
Saxidomus gigantea,Saxidomus,NEI,Veneridae,5,Molluscs,56,warning: matched using genus information
Scardinius erythrophthalmus,Scardinius,Leuciscinae,Cyprinidae,1,Freshwater fishes,11,NA
Scarus ghobban,Scarus,Scarinae,Scaridae,3,Marine fishes,33,NA
Scarus persicus,Scarus,Scarinae,Scaridae,3,Marine fishes,33,NA
Scarus psittacus,Scarus,Scarinae,Scaridae,3,Marine fishes,33,NA
Scarus rivulatus,Scarus,Scarinae,Scaridae,3,Marine fishes,33,warning: matched using genus information
Schedophilus ovalis,Schedophilus,NEI,Centrolophidae,3,Marine fishes,34,NA
Schedophilus velaini,Schedophilus,NEI,Centrolophidae,3,Marine fishes,34,NA
Schilbe intermedius,Schilbe,NEI,Schilbeidae,1,Freshwater fishes,13,NA
Schilbe mystus,Schilbe,NEI,Schilbeidae,1,Freshwater fishes,13,NA
Schilbe grenfelli,Schilbe,NEI,Schilbeidae,1,Freshwater fishes,13,warning: matched using derived genus information
Schroederichthys bivius,Schroederichthys,NEI,Scyliorhinidae,3,Marine fishes,38,NA
Sciades proops,Sciades,Ariinae,Ariidae,3,Marine fishes,33,warning: matched using derived genus information
Sciades proops,Sciades,Ariinae,Ariidae,3,Marine fishes,33,warning: matched using derived genus information
Sciaena deliciosa,Sciaena,NEI,Sciaenidae,3,Marine fishes,33,NA
Sciaena umbra,Sciaena,NEI,Sciaenidae,3,Marine fishes,33,NA
Sciaenops ocellatus,Sciaenops,NEI,Sciaenidae,3,Marine fishes,33,NA
Scoletoma impatiens,Lumbrineris,NEI,Lumbrineridae,7,Miscellaneous aquatic animals,77,warning: matched using derived genus information
Scolopsis bilineata,Scolopsis,NEI,Nemipteridae,3,Marine fishes,33,NA
Scolopsis bimaculata,Scolopsis,NEI,Nemipteridae,3,Marine fishes,33,NA
Scomber australasicus,Scomber,Scombrinae,Scombridae,3,Marine fishes,37,NA
Scomber colias,Scomber,Scombrinae,Scombridae,3,Marine fishes,37,NA
Scomber japonicus,Scomber,Scombrinae,Scombridae,3,Marine fishes,37,NA
Scomber scombrus,Scomber,Scombrinae,Scombridae,3,Marine fishes,37,NA
Scomberesox saurus,Scomberesox,NEI,Scomberesocidae,3,Marine fishes,37,NA
Scomberoides commersonnianus,Scomberoides,Scomberoidinae,Carangidae,3,Marine fishes,37,NA
Scomberoides lysan,Scomberoides,Scomberoidinae,Carangidae,3,Marine fishes,37,NA
Scomberoides tala,Scomberoides,Scomberoidinae,Carangidae,3,Marine fishes,37,NA
Scomberoides tol,Scomberoides,Scomberoidinae,Carangidae,3,Marine fishes,37,NA
Scomberomorus brasiliensis,Scomberomorus,Scombrinae,Scombridae,3,Marine fishes,36,NA
Scomberomorus cavalla,Scomberomorus,Scombrinae,Scombridae,3,Marine fishes,36,NA
Scomberomorus commerson,Scomberomorus,Scombrinae,Scombridae,3,Marine fishes,36,NA
Scomberomorus guttatus,Scomberomorus,Scombrinae,Scombridae,3,Marine fishes,36,NA
Scomberomorus lineolatus,Scomberomorus,Scombrinae,Scombridae,3,Marine fishes,36,NA
Scomberomorus maculatus,Scomberomorus,Scombrinae,Scombridae,3,Marine fishes,36,NA
Scomberomorus niphonius,Scomberomorus,Scombrinae,Scombridae,3,Marine fishes,36,NA
Scomberomorus plurilineatus,Scomberomorus,Scombrinae,Scombridae,3,Marine fishes,36,NA
Scomberomorus regalis,Scomberomorus,Scombrinae,Scombridae,3,Marine fishes,36,NA
Scomberomorus sierra,Scomberomorus,Scombrinae,Scombridae,3,Marine fishes,36,NA
Scomberomorus tritor,Scomberomorus,Scombrinae,Scombridae,3,Marine fishes,36,NA
Scophthalmus aquosus,Scophthalmus,NEI,Scophthalmidae,3,Marine fishes,31,NA
Scophthalmus maximus,Scophthalmus,NEI,Scophthalmidae,3,Marine fishes,31,NA
Scophthalmus rhombus,Scophthalmus,NEI,Scophthalmidae,3,Marine fishes,31,NA
Scorpaena elongata,Scorpaena,Scorpaeninae,Scorpaenidae,3,Marine fishes,34,NA
Scorpaena guttata,Scorpaena,Scorpaeninae,Scorpaenidae,3,Marine fishes,34,NA
Scorpaena mystes,Scorpaena,Scorpaeninae,Scorpaenidae,3,Marine fishes,34,warning: matched using genus information
Scorpaena notata,Scorpaena,Scorpaeninae,Scorpaenidae,3,Marine fishes,34,NA
Scorpaena porcus,Scorpaena,Scorpaeninae,Scorpaenidae,3,Marine fishes,34,NA
Scorpaena scrofa,Scorpaena,Scorpaeninae,Scorpaenidae,3,Marine fishes,34,NA
Scorpaenichthys marmoratus,Scorpaenichthys,NEI,Cottidae,3,Marine fishes,33,NA
Scorpis chilensis,Scorpis,Scorpidinae,Kyphosidae,3,Marine fishes,33,warning: matched using derived genus information
Scyliorhinus canicula,Scyliorhinus,NEI,Scyliorhinidae,3,Marine fishes,38,NA
Scyliorhinus stellaris,Scyliorhinus,NEI,Scyliorhinidae,3,Marine fishes,38,NA
Scylla paramamosain,Scylla,Portuninae,Portunidae,4,Crustaceans,42,NA
Scylla serrata,Scylla,Portuninae,Portunidae,4,Crustaceans,42,NA
Scylla tranquebarica,Scylla,Portuninae,Portunidae,4,Crustaceans,42,NA
Scyllarides aequinoctialis,Scyllarides,Arctidinae,Scyllaridae,4,Crustaceans,43,NA
Scyllarides herklotsii,Scyllarides,Arctidinae,Scyllaridae,4,Crustaceans,43,NA
Scyllarides latus,Scyllarides,Arctidinae,Scyllaridae,4,Crustaceans,43,NA
Scyllarides roggeveeni,Scyllarides,Arctidinae,Scyllaridae,4,Crustaceans,43,NA
Scyllarides squamosus,Scyllarides,Arctidinae,Scyllaridae,4,Crustaceans,43,warning: matched using derived genus information
Scyllarus arctus,Scyllarus,NEI,Scyllaridae,4,Crustaceans,43,NA
Scymnodalatias sherwoodi,Scymnodalatias,NEI,Somniosidae,3,Marine fishes,38,NA
Sebastes alutus,Sebastes,Sebastinae,Sebastidae,3,Marine fishes,34,NA
Sebastes auriculatus,Sebastes,Sebastinae,Sebastidae,3,Marine fishes,34,NA
Sebastes capensis,Sebastes,Sebastinae,Sebastidae,3,Marine fishes,34,NA
Sebastes entomelas,Sebastes,Sebastinae,Sebastidae,3,Marine fishes,34,NA
Sebastes norvegicus,Sebastes,Sebastinae,Sebastidae,3,Marine fishes,34,warning: matched using genus information
Sebastes paucispinis,Sebastes,Sebastinae,Sebastidae,3,Marine fishes,34,NA
Sebastolobus alascanus,Sebastolobus,Sebastolobinae,Sebastidae,3,Marine fishes,34,NA
Sebastolobus altivelis,Sebastolobus,Sebastolobinae,Sebastidae,3,Marine fishes,34,NA
Selar boops,Selar,Caranginae,Carangidae,3,Marine fishes,37,NA
Selar crumenophthalmus,Selar,Caranginae,Carangidae,3,Marine fishes,37,NA
Selaroides leptolepis,Selaroides,Caranginae,Carangidae,3,Marine fishes,37,NA
Selene brevoortii,Selene,Caranginae,Carangidae,3,Marine fishes,37,NA
Selene dorsalis,Selene,Caranginae,Carangidae,3,Marine fishes,37,NA
Selene orstedii,Selene,Caranginae,Carangidae,3,Marine fishes,37,NA
Selene peruviana,Selene,Caranginae,Carangidae,3,Marine fishes,37,NA
Selene setapinnis,Selene,Caranginae,Carangidae,3,Marine fishes,37,NA
Selene vomer,Selene,Caranginae,Carangidae,3,Marine fishes,37,NA
Semele radiata,Semele,NEI,Semelidae,5,Molluscs,56,NA
Semele solida,Semele,NEI,Semelidae,5,Molluscs,56,NA
Semicassis granulata,Semicassis,Phaliinae,Cassidae,5,Molluscs,52,NA
Semicossyphus darwini,Semicossyphus,NEI,Labridae,3,Marine fishes,33,warning: matched using derived genus information
Semicossyphus pulcher,Semicossyphus,NEI,Labridae,3,Marine fishes,33,NA
Semicossyphus darwini,Semicossyphus,NEI,Labridae,3,Marine fishes,33,warning: matched using derived genus information
Sepia aculeata,Sepia,NEI,Sepiidae,5,Molluscs,57,NA
Sepia bertheloti,Sepia,NEI,Sepiidae,5,Molluscs,57,NA
Sepia elegans,Sepia,NEI,Sepiidae,5,Molluscs,57,NA
Sepia officinalis,Sepia,NEI,Sepiidae,5,Molluscs,57,NA
Sepia orbignyana,Sepia,NEI,Sepiidae,5,Molluscs,57,NA
Sepia pharaonis,Sepia,NEI,Sepiidae,5,Molluscs,57,NA
Sepiella inermis,Sepiella,NEI,Sepiidae,5,Molluscs,57,NA
Sepietta oweniana,Sepietta,Sepiolinae,Sepiolidae,5,Molluscs,57,NA
Sepiola rondeleti,Sepiola,Sepiolinae,Sepiolidae,5,Molluscs,57,NA
Sepioteuthis lessoniana,Sepioteuthis,NEI,Loliginidae,5,Molluscs,57,NA
Seriola carpenteri,Seriola,Naucratinae,Carangidae,3,Marine fishes,37,NA
Seriola dumerili,Seriola,Naucratinae,Carangidae,3,Marine fishes,37,NA
Seriola fasciata,Seriola,Naucratinae,Carangidae,3,Marine fishes,37,NA
Seriola lalandi,Seriola,Naucratinae,Carangidae,3,Marine fishes,37,NA
Seriola rivoliana,Seriola,Naucratinae,Carangidae,3,Marine fishes,37,NA
Seriola zonata,Seriola,Naucratinae,Carangidae,3,Marine fishes,37,NA
Seriolella caerulea,Seriolella,NEI,Centrolophidae,3,Marine fishes,34,NA
Seriolella punctata,Seriolella,NEI,Centrolophidae,3,Marine fishes,34,NA
Seriolella violacea,Seriolella,NEI,Centrolophidae,3,Marine fishes,34,NA
Seriolina nigrofasciata,Seriolina,Naucratinae,Carangidae,3,Marine fishes,37,NA
Serranus atricauda,Serranus,Serraninae,Serranidae,3,Marine fishes,33,NA
Serranus cabrilla,Serranus,Serraninae,Serranidae,3,Marine fishes,33,NA
Serranus hepatus,Serranus,Serraninae,Serranidae,3,Marine fishes,33,NA
Serranus scriba,Serranus,Serraninae,Serranidae,3,Marine fishes,33,NA
Sicyases sanguineus,Sicyases,Gobiesocinae,Gobiesocidae,3,Marine fishes,33,warning: matched using derived family information
Sicyonia brevirostris,Sicyonia,NEI,Sicyoniidae,4,Crustaceans,45,NA
Sicyonia dorsalis,Sicyonia,NEI,Sicyoniidae,4,Crustaceans,45,NA
Sicyonia ingentis,Sicyonia,NEI,Sicyoniidae,4,Crustaceans,45,NA
Sicyonia penicillata,Sicyonia,NEI,Sicyoniidae,4,Crustaceans,45,NA
Siganus canaliculatus,Siganus,NEI,Siganidae,3,Marine fishes,33,NA
Siganus guttatus,Siganus,NEI,Siganidae,3,Marine fishes,33,NA
